-0.987664	-0.983461	-0.990429	-0.992257	-0.990164	-0.991520	-0.991256	-0.988492	-0.991326	-0.988455	-0.988281	-0.991818	-0.986207	-0.979725	-0.987475	-0.987858	-0.990374	-0.991374	-0.992240	-0.991529	-0.991483	-0.992072	-0.991810	-0.990522	-0.992523	-0.992541	-0.984008	-0.987437	-0.988424	-0.985258	-0.990648	-0.991135	-0.985549	-0.985274	-0.985534	-0.985901	-0.990917	-0.992200	-0.992505	-0.991752	-0.991990	-0.986385	-0.985107	-0.988795	-0.991809	-0.991239	-0.991741	-0.986909	-0.985896	-0.988968	-0.990340	-0.990698	-0.992513	-0.992527	-0.991373	-0.985629	-0.986508	-0.986834	-0.982123	-0.979600	-0.977696	-0.978921	-0.982238	-0.986660	-0.990340	-0.989926	-0.984614	-0.980565	-0.983459	-0.990710	-0.990544	-0.991239	-0.991348	-0.982881	-0.989464	-0.987157	-0.990765	-0.990365	-0.989532	-0.986645	-0.985700	-0.990941	-0.989024	-0.987379	-0.980085	-0.980657	-0.977765	-0.985898	-0.988963	-0.990403	-0.990617	-0.987407	-0.990271	-0.992256	-0.990162	-0.991828	-0.992334	-0.989862	-0.990305	-0.986589	-0.984371	-0.990704	-0.991623	-0.991795	-0.990035	-0.988478	-0.990303	-0.992743	-0.991806	-0.987716	-0.982609	-0.983915	-0.990136	-0.988554	-0.989262	-0.989415	-0.982789	-0.990189	-0.981036	-0.987053	-0.985978	-0.990577	-0.990079	-0.991270	-0.991590	-0.992014	-0.991619	-0.992608	-0.992745	-0.991437	-0.992253	-0.990944	-0.988731	-0.984195	-0.976991	-0.985520	-0.991597	-0.991480	-0.992163	-0.990745	-0.991235	-0.977012	-0.977762	-0.977919	-0.981610	-0.987388	-0.992118	-0.991629	-0.990732	-0.985498	-0.987092	-0.981028	-0.991498	-0.990815	-0.988650	-0.980144	-0.973100	-0.978756	-0.985747	-0.991567	-0.988578	-0.980468	-0.978705	-0.983498	-0.991669	-0.990366	-0.991429	-0.990991	-0.990790	-0.987059	-0.981498	-0.982116	-0.985490	-0.986337	-0.987652	-0.988719	-0.988977	-0.981258	-0.988982	-0.974136	-0.986813	-0.990836	-0.984865	-0.975735	-0.971096	-0.985222	-0.992168	-0.991102	-0.988671	-0.988064	-0.987251	-0.990292	-0.989989	-0.990948	-0.989363	-0.991819	-0.991728	-0.990823	-0.989806	-0.987302	
-0.990758	-0.988287	-0.989913	-0.989218	-0.990235	-0.991373	-0.990643	-0.990745	-0.990748	-0.989272	-0.992696	-0.991202	-0.985436	-0.986660	-0.985038	-0.989398	-0.990292	-0.991726	-0.992648	-0.991936	-0.991329	-0.991333	-0.989084	-0.991825	-0.992096	-0.992515	-0.992545	-0.991590	-0.991292	-0.989987	-0.985984	-0.985090	-0.989033	-0.984881	-0.988452	-0.985354	-0.991080	-0.991854	-0.992149	-0.991993	-0.990777	-0.984933	-0.988762	-0.990003	-0.991121	-0.991819	-0.992578	-0.990746	-0.987425	-0.988331	-0.985755	-0.987674	-0.990967	-0.991599	-0.993138	-0.991241	-0.986117	-0.988669	-0.983946	-0.982695	-0.980428	-0.975026	-0.978809	-0.986049	-0.989046	-0.989608	-0.982613	-0.986319	-0.981897	-0.983736	-0.990193	-0.991184	-0.987221	-0.983841	-0.989995	-0.991181	-0.990310	-0.990527	-0.986513	-0.988012	-0.989936	-0.991326	-0.989183	-0.990084	-0.987226	-0.988427	-0.987053	-0.982595	-0.984466	-0.989713	-0.990352	-0.990187	-0.988549	-0.991797	-0.989360	-0.989583	-0.988624	-0.990156	-0.989142	-0.989473	-0.989070	-0.990416	-0.990879	-0.988941	-0.988596	-0.985394	-0.987980	-0.991980	-0.987572	-0.986752	-0.983226	-0.987915	-0.990851	-0.991146	-0.987456	-0.989404	-0.988582	-0.997869	-0.991029	-0.989058	-0.989616	-0.989500	-0.990412	-0.991883	-0.991155	-0.992722	-0.991894	-0.991839	-0.991630	-0.991780	-0.990717	-0.991388	-0.990147	-0.986684	-0.985071	-0.988026	-0.992488	-0.992331	-0.992544	-0.992037	-0.990922	-0.983991	-0.976627	-0.979766	-0.980357	-0.983678	-0.990485	-0.990810	-0.980497	-0.984707	-0.985723	-0.985789	-0.989015	-0.992626	-0.989316	-0.981625	-0.978613	-0.976693	-0.983488	-0.989398	-0.990164	-0.987155	-0.986061	-0.990337	-0.987148	-0.991377	-0.991191	-0.992275	-0.991691	-0.990039	-0.987842	-0.989493	-0.990423	-0.989749	-0.984373	-0.989068	-0.999765	-0.989392	-0.990180	-0.972695	-0.987151	-0.991584	-0.988033	-0.973294	-0.982077	-0.987211	-0.992167	-0.989804	-0.987844	-0.987396	-0.988005	-0.991623	-0.991311	-0.988866	-0.989676	-0.992032	-0.991979	-0.992259	-0.991782	-0.988824	
-0.990352	-0.989858	-0.990176	-0.989664	-0.991096	-0.991345	-0.991745	-0.992135	-0.991088	-0.990849	-0.992304	-0.990307	-0.984650	-0.983605	-0.987020	-0.991328	-0.991639	-0.992294	-0.990014	-0.989872	-0.991253	-0.990668	-0.989339	-0.991658	-0.989293	-0.991642	-0.985652	-0.989613	-0.988091	-0.986599	-0.987433	-0.990136	-0.989595	-0.983207	-0.988852	-0.988941	-0.989642	-0.991968	-0.990222	-0.991871	-0.991031	-0.986925	-0.988306	-0.991836	-0.992417	-0.991360	-0.991427	-0.988144	-0.989054	-0.989795	-0.987512	-0.988783	-0.990891	-0.991978	-0.992391	-0.991256	-0.991772	-0.989914	-0.985385	-0.980930	-0.977167	-0.981629	-0.981775	-0.986939	-0.987571	-0.989486	-0.989845	-0.984018	-0.988066	-0.987954	-0.991727	-0.991451	-0.989585	-0.990648	-0.989390	-0.992011	-0.991119	-0.986776	-0.981507	-0.989050	-0.990323	-0.991508	-0.988791	-0.990049	-0.984529	-0.983781	-0.989297	-0.991238	-0.990537	-0.991625	-0.990986	-0.991348	-0.988053	-0.991185	-0.992131	-0.991755	-0.992019	-0.992300	-0.991389	-0.991795	-0.989974	-0.991249	-0.990064	-0.990232	-0.991638	-0.988717	-0.988424	-0.990901	-0.991798	-0.990324	-0.984123	-0.987918	-0.991513	-0.991736	-0.990093	-0.988317	-0.989605	-0.999243	-0.993192	-0.992033	-0.990191	-0.991741	-0.989511	-0.991581	-0.989066	-0.991624	-0.991383	-0.991673	-0.992208	-0.990574	-0.989492	-0.990636	-0.988369	-0.988396	-0.990427	-0.990214	-0.991162	-0.991864	-0.992048	-0.992162	-0.990805	-0.987504	-0.980456	-0.981494	-0.980110	-0.987056	-0.990637	-0.985136	-0.983885	-0.986705	-0.989841	-0.987364	-0.989144	-0.989846	-0.990073	-0.982067	-0.985118	-0.984296	-0.988988	-0.988842	-0.991059	-0.988699	-0.982943	-0.988491	-0.992320	-0.989612	-0.991537	-0.992381	-0.991001	-0.990996	-0.989108	-0.990618	-0.989467	-0.988798	-0.985034	-0.987188	-0.991210	-0.990907	-0.983465	-0.978630	-0.986646	-0.991473	-0.989160	-0.978161	-0.988560	-0.991823	-0.990714	-0.991244	-0.991708	-0.991327	-0.991421	-0.992491	-0.990455	-0.987990	-0.987182	-0.989245	-0.990361	-0.989959	-0.991607	-0.990252	
-0.991295	-0.992042	-0.991776	-0.990960	-0.992227	-0.990773	-0.992859	-0.991720	-0.990546	-0.990623	-0.992678	-0.989710	-0.987064	-0.984028	-0.987638	-0.991319	-0.992242	-0.991985	-0.989246	-0.991197	-0.991627	-0.990984	-0.987227	-0.989773	-0.987054	-0.991563	-0.991562	-0.991020	-0.990930	-0.992089	-0.991627	-0.989902	-0.991292	-0.991613	-0.992048	-0.991417	-0.990993	-0.990917	-0.991311	-0.991985	-0.991515	-0.989317	-0.986590	-0.991969	-0.991783	-0.990758	-0.991181	-0.991889	-0.990634	-0.991965	-0.990514	-0.991849	-0.990472	-0.992324	-0.992227	-0.992867	-0.992152	-0.990888	-0.989156	-0.986519	-0.986609	-0.988140	-0.989053	-0.990180	-0.991461	-0.992660	-0.990978	-0.990581	-0.991296	-0.991626	-0.992132	-0.991266	-0.989857	-0.989575	-0.989707	-0.992559	-0.987371	-0.985443	-0.985265	-0.988486	-0.990695	-0.992000	-0.991471	-0.989565	-0.989926	-0.987231	-0.991440	-0.991840	-0.990478	-0.992585	-0.991559	-0.991723	-0.990972	-0.991827	-0.990710	-0.991224	-0.991941	-0.992389	-0.990598	-0.986257	-0.989559	-0.988620	-0.989062	-0.985790	-0.991898	-0.991414	-0.991177	-0.990979	-0.992465	-0.992126	-0.990703	-0.991824	-0.991634	-0.990866	-0.991283	-0.989590	-0.991706	-0.992299	-0.989286	-0.992326	-0.990154	-0.988501	-0.989246	-0.989166	-0.992048	-0.991598	-0.991796	-0.990881	-0.990813	-0.985879	-0.988962	-0.986473	-0.981312	-0.986170	-0.988621	-0.991010	-0.991452	-0.990622	-0.990764	-0.991247	-0.991726	-0.991626	-0.988165	-0.989416	-0.989471	-0.987463	-0.989227	-0.990460	-0.990675	-0.991674	-0.991075	-0.991453	-0.991782	-0.992020	-0.990781	-0.991095	-0.991600	-0.987461	-0.990272	-0.991803	-0.991881	-0.988327	-0.988893	-0.991165	-0.991623	-0.992983	-0.992137	-0.986911	-0.991466	-0.991293	-0.990721	-0.989426	-0.991706	-0.990169	-0.985640	-0.990203	-0.990764	-0.990360	-0.988171	-0.980497	-0.984583	-0.990694	-0.990311	-0.985194	-0.990809	-0.991522	-0.992059	-0.992200	-0.991763	-0.991981	-0.990094	-0.991937	-0.987968	-0.987066	-0.988223	-0.989252	-0.988738	-0.990140	-0.989561	-0.992288	
-0.990373	-0.991411	-0.991579	-0.991371	-0.991671	-0.990950	-0.991334	-0.992050	-0.991678	-0.989642	-0.991800	-0.991378	-0.986855	-0.986295	-0.990573	-0.991651	-0.990157	-0.990462	-0.988185	-0.990671	-0.990618	-0.989860	-0.987199	-0.989820	-0.991080	-0.990584	-0.992439	-0.989598	-0.990275	-0.990596	-0.992512	-0.991363	-0.991032	-0.989998	-0.991058	-0.991165	-0.992326	-0.992387	-0.991762	-0.990194	-0.992102	-0.990310	-0.986148	-0.991659	-0.992109	-0.988761	-0.989640	-0.992562	-0.992503	-0.991298	-0.987821	-0.991282	-0.991092	-0.991888	-0.990296	-0.991247	-0.990509	-0.991358	-0.989856	-0.990358	-0.989561	-0.990365	-0.991642	-0.992466	-0.992568	-0.992283	-0.991028	-0.990258	-0.992259	-0.991827	-0.991459	-0.991085	-0.989501	-0.990735	-0.990865	-0.991267	-0.988732	-0.981981	-0.980125	-0.990480	-0.991362	-0.992808	-0.991107	-0.992048	-0.991211	-0.991973	-0.991144	-0.991504	-0.991500	-0.991583	-0.991140	-0.991568	-0.992142	-0.992440	-0.990833	-0.992894	-0.990483	-0.989930	-0.991407	-0.981441	-0.987292	-0.990233	-0.990559	-0.985069	-0.988525	-0.990141	-0.990730	-0.991676	-0.992135	-0.990982	-0.991600	-0.992785	-0.992782	-0.992553	-0.992083	-0.991812	-0.991493	-0.988949	-0.991638	-0.992391	-0.991061	-0.990406	-0.989518	-0.989203	-0.991569	-0.991467	-0.991708	-0.992259	-0.990855	-0.989989	-0.984511	-0.987525	-0.989337	-0.990318	-0.990775	-0.992233	-0.990949	-0.989912	-0.985681	-0.988943	-0.992554	-0.992549	-0.991413	-0.992234	-0.991158	-0.988439	-0.986720	-0.991022	-0.991308	-0.991196	-0.989956	-0.992064	-0.990331	-0.990907	-0.991550	-0.991233	-0.988540	-0.992078	-0.989095	-0.991288	-0.991410	-0.990866	-0.988520	-0.990172	-0.989712	-0.992524	-0.992294	-0.991305	-0.987000	-0.988992	-0.991941	-0.990703	-0.992157	-0.991984	-0.990545	-0.991731	-0.992455	-0.990881	-0.986764	-0.982130	-0.986470	-0.991296	-0.991352	-0.989166	-0.992292	-0.990256	-0.992120	-0.989709	-0.990692	-0.991646	-0.992221	-0.991913	-0.990860	-0.988372	-0.990273	-0.990065	-0.988559	-0.989626	-0.991798	-0.991101	
-0.990900	-0.992572	-0.991475	-0.991770	-0.991645	-0.990289	-0.991458	-0.992307	-0.990436	-0.989957	-0.987562	-0.992075	-0.991232	-0.991537	-0.989931	-0.991641	-0.991510	-0.991519	-0.992752	-0.991670	-0.990668	-0.987869	-0.986529	-0.990732	-0.991578	-0.991366	-0.991577	-0.991604	-0.989344	-0.992603	-0.990676	-0.991529	-0.992979	-0.989136	-0.990598	-0.991240	-0.991349	-0.990911	-0.988178	-0.987539	-0.991763	-0.991397	-0.985642	-0.991916	-0.991091	-0.991087	-0.986942	-0.991740	-0.992306	-0.992295	-0.992880	-0.990838	-0.992368	-0.991649	-0.991844	-0.990929	-0.991309	-0.991235	-0.991438	-0.991196	-0.991862	-0.991847	-0.987346	-0.988251	-0.990143	-0.991763	-0.992024	-0.990845	-0.991835	-0.991657	-0.990665	-0.989308	-0.987929	-0.992279	-0.989218	-0.987978	-0.991914	-0.991295	-0.989475	-0.990311	-0.991979	-0.991387	-0.992095	-0.991868	-0.991944	-0.991764	-0.991674	-0.991129	-0.990603	-0.988225	-0.990829	-0.990053	-0.991971	-0.989671	-0.991258	-0.991838	-0.990326	-0.988934	-0.989907	-0.990529	-0.987273	-0.989842	-0.987908	-0.980251	-0.980173	-0.983641	-0.988245	-0.990625	-0.991893	-0.992196	-0.988107	-0.992391	-0.990107	-0.992473	-0.992803	-0.991925	-0.990777	-0.989306	-0.987232	-0.990143	-0.990950	-0.991580	-0.988325	-0.991671	-0.991863	-0.991074	-0.989451	-0.992351	-0.989995	-0.990429	-0.989699	-0.990924	-0.991093	-0.990180	-0.991214	-0.990016	-0.992353	-0.991650	-0.986469	-0.990456	-0.990360	-0.991439	-0.990496	-0.992010	-0.991622	-0.990593	-0.990136	-0.988979	-0.992559	-0.992040	-0.989597	-0.991017	-0.991742	-0.990894	-0.991411	-0.992453	-0.992607	-0.992338	-0.991029	-0.990710	-0.992127	-0.990289	-0.991784	-0.989407	-0.990531	-0.992315	-0.989986	-0.991774	-0.989970	-0.991118	-0.990338	-0.990864	-0.988785	-0.992076	-0.992154	-0.990707	-0.992479	-0.991477	-0.989963	-0.989424	-0.989892	-0.991855	-0.991688	-0.992597	-0.991839	-0.991136	-0.991288	-0.991734	-0.990982	-0.991737	-0.991466	-0.991608	-0.992068	-0.993039	-0.992049	-0.989575	-0.988982	-0.989708	-0.992654	-0.990887	
-0.991233	-0.991732	-0.992291	-0.987961	-0.990197	-0.989673	-0.991563	-0.990834	-0.991984	-0.990893	-0.989372	-0.990778	-0.991904	-0.991370	-0.991648	-0.991622	-0.988732	-0.991482	-0.988753	-0.991116	-0.990552	-0.991609	-0.987182	-0.991996	-0.991722	-0.990954	-0.991288	-0.990998	-0.992416	-0.991790	-0.991333	-0.987798	-0.991266	-0.990348	-0.989785	-0.992361	-0.991177	-0.987624	-0.988414	-0.987087	-0.992102	-0.991064	-0.992722	-0.992258	-0.991595	-0.990875	-0.988607	-0.992249	-0.992110	-0.988216	-0.991407	-0.990007	-0.992904	-0.992703	-0.990918	-0.988715	-0.988768	-0.991880	-0.992298	-0.991503	-0.988740	-0.990954	-0.990031	-0.984283	-0.984482	-0.991800	-0.989027	-0.989954	-0.989597	-0.992129	-0.989548	-0.987902	-0.991436	-0.992638	-0.990659	-0.992709	-0.992321	-0.992013	-0.992263	-0.992423	-0.991008	-0.991465	-0.991493	-0.991926	-0.992204	-0.992143	-0.991548	-0.989020	-0.986879	-0.989000	-0.990895	-0.991416	-0.989365	-0.990190	-0.990949	-0.990862	-0.990351	-0.991524	-0.991626	-0.991460	-0.988529	-0.990092	-0.987889	-0.982556	-0.984161	-0.985689	-0.990668	-0.992545	-0.991325	-0.991403	-0.990217	-0.988238	-0.989283	-0.989384	-0.992373	-0.991516	-0.990694	-0.988725	-0.989995	-0.991525	-0.990530	-0.991314	-0.991461	-0.991055	-0.989713	-0.989022	-0.991146	-0.991879	-0.990513	-0.991713	-0.990901	-0.990844	-0.989761	-0.991375	-0.991229	-0.990815	-0.988957	-0.991562	-0.984194	-0.989033	-0.991421	-0.991845	-0.988615	-0.992181	-0.991248	-0.991135	-0.990647	-0.988934	-0.991729	-0.992330	-0.991812	-0.988825	-0.992044	-0.989688	-0.986542	-0.987490	-0.990929	-0.991806	-0.991486	-0.992130	-0.990448	-0.991634	-0.992509	-0.991891	-0.990961	-0.991738	-0.991273	-0.990388	-0.992634	-0.990031	-0.990664	-0.991704	-0.989191	-0.990139	-0.992387	-0.990095	-0.991662	-0.991975	-0.991890	-0.985915	-0.992144	-0.991831	-0.991427	-0.992478	-0.992931	-0.992217	-0.991003	-0.990756	-0.991531	-0.991719	-0.991845	-0.992140	-0.989595	-0.992861	-0.995782	-0.991203	-0.992185	-0.991331	-0.991396	-0.992260	
-0.990875	-0.987982	-0.991799	-0.987433	-0.988937	-0.988439	-0.988520	-0.986444	-0.989574	-0.990931	-0.988579	-0.989274	-0.991450	-0.991027	-0.991762	-0.992377	-0.992799	-0.992758	-0.992501	-0.992661	-0.992325	-0.990868	-0.989599	-0.992675	-0.992002	-0.991419	-0.992849	-0.991666	-0.992265	-0.991887	-0.990589	-0.991729	-0.992163	-0.991378	-0.992028	-0.990624	-0.990909	-0.991925	-0.991720	-0.992354	-0.991894	-0.991824	-0.990768	-0.990084	-0.992614	-0.991783	-0.992366	-0.992838	-0.991458	-0.990788	-0.991905	-0.992099	-0.990587	-0.989228	-0.991898	-0.991444	-0.991306	-0.992412	-0.989245	-0.984811	-0.989555	-0.989584	-0.990581	-0.988043	-0.989618	-0.992227	-0.991529	-0.991211	-0.992156	-0.989899	-0.989967	-0.990544	-0.992924	-0.991652	-0.990347	-0.991053	-0.990999	-0.992482	-0.991482	-0.991101	-0.991557	-0.992543	-0.991083	-0.992358	-0.991467	-0.991739	-0.991544	-0.991446	-0.991507	-0.992390	-0.991902	-0.991823	-0.991694	-0.992038	-0.991740	-0.991415	-0.988413	-0.990935	-0.992028	-0.991533	-0.991738	-0.991765	-0.991851	-0.986776	-0.987928	-0.991270	-0.991607	-0.992259	-0.990556	-0.991827	-0.988053	-0.990586	-0.988148	-0.991046	-0.992002	-0.992070	-0.990539	-0.990616	-0.992271	-0.991392	-0.986279	-0.991185	-0.991996	-0.990291	-0.980311	-0.976730	-0.986724	-0.988652	-0.990583	-0.992012	-0.988808	-0.991289	-0.992332	-0.992113	-0.991500	-0.988239	-0.986391	-0.991173	-0.990877	-0.991791	-0.991382	-0.991374	-0.987802	-0.990923	-0.991887	-0.992533	-0.991643	-0.989072	-0.990089	-0.990890	-0.991361	-0.988012	-0.988865	-0.991140	-0.991262	-0.991494	-0.989387	-0.990144	-0.991668	-0.991367	-0.992396	-0.991779	-0.992111	-0.990493	-0.989426	-0.991829	-0.990561	-0.988310	-0.992009	-0.990904	-0.989882	-0.991115	-0.991065	-0.991047	-0.992504	-0.992023	-0.992063	-0.991617	-0.990351	-0.989784	-0.991671	-0.992420	-0.992242	-0.992185	-0.990522	-0.990051	-0.990483	-0.992587	-0.992119	-0.991950	-0.990931	-0.991979	-0.992054	-0.988443	-0.992644	-0.989225	-0.987776	-0.990321	-0.990910	-0.990227	
-0.987015	-0.987473	-0.991415	-0.991997	-0.988623	-0.987205	-0.985339	-0.989361	-0.991358	-0.989521	-0.988374	-0.991896	-0.990734	-0.988475	-0.990827	-0.992673	-0.991448	-0.991162	-0.991236	-0.990053	-0.992308	-0.992085	-0.989792	-0.991877	-0.992079	-0.991730	-0.989499	-0.989554	-0.990787	-0.991422	-0.992468	-0.992782	-0.992545	-0.991538	-0.991495	-0.988830	-0.988614	-0.992074	-0.991614	-0.992237	-0.992210	-0.991843	-0.990912	-0.992069	-0.991424	-0.992555	-0.990381	-0.992554	-0.991826	-0.990535	-0.988980	-0.990933	-0.992331	-0.991706	-0.991279	-0.990988	-0.989612	-0.991957	-0.992155	-0.987397	-0.989163	-0.991930	-0.988680	-0.986238	-0.986343	-0.990345	-0.990509	-0.991535	-0.989451	-0.988326	-0.988808	-0.991496	-0.992758	-0.990331	-0.988666	-0.985373	-0.991530	-0.991411	-0.990800	-0.992320	-0.991997	-0.992937	-0.991140	-0.991475	-0.992296	-0.990914	-0.992022	-0.990946	-0.992234	-0.990544	-0.991535	-0.988848	-0.992926	-0.991413	-0.991869	-0.989092	-0.988341	-0.990831	-0.990950	-0.991651	-0.991619	-0.992581	-0.992970	-0.991434	-0.992783	-0.990712	-0.990978	-0.992286	-0.991376	-0.991346	-0.991400	-0.991706	-0.991352	-0.991873	-0.991775	-0.991920	-0.990981	-0.990985	-0.991963	-0.991689	-0.991627	-0.992468	-0.992292	-0.989668	-0.986641	-0.986941	-0.986604	-0.989800	-0.990909	-0.990871	-0.991958	-0.992847	-0.993029	-0.992594	-0.989077	-0.989295	-0.987019	-0.991165	-0.991537	-0.989922	-0.991274	-0.992456	-0.989384	-0.987917	-0.991115	-0.991946	-0.988448	-0.988247	-0.989590	-0.991548	-0.992218	-0.989422	-0.992177	-0.991658	-0.991824	-0.991664	-0.991023	-0.992902	-0.991056	-0.990280	-0.991158	-0.987486	-0.990293	-0.989339	-0.990156	-0.990485	-0.991053	-0.990461	-0.987189	-0.987973	-0.990649	-0.990632	-0.991844	-0.992301	-0.992167	-0.991588	-0.990855	-0.992272	-0.990890	-0.988441	-0.991300	-0.991546	-0.988656	-0.991639	-0.991485	-0.991544	-0.990396	-0.991570	-0.991871	-0.991107	-0.991984	-0.991900	-0.991795	-0.990556	-0.995043	-0.992140	-0.991932	-0.991798	-0.988349	-0.990920	
-0.983977	-0.986812	-0.987810	-0.991035	-0.991629	-0.990472	-0.988769	-0.989769	-0.992377	-0.991848	-0.991125	-0.992567	-0.991963	-0.989517	-0.989987	-0.990822	-0.990472	-0.991700	-0.990443	-0.991312	-0.992252	-0.991976	-0.992289	-0.990141	-0.990391	-0.990532	-0.991627	-0.990567	-0.987199	-0.990795	-0.991410	-0.990738	-0.991327	-0.992199	-0.990446	-0.988258	-0.987629	-0.990230	-0.990888	-0.991616	-0.990810	-0.989878	-0.991647	-0.991921	-0.992830	-0.990268	-0.989232	-0.991430	-0.991104	-0.992270	-0.989598	-0.989120	-0.991675	-0.989633	-0.987684	-0.991018	-0.991628	-0.990292	-0.991687	-0.992111	-0.992342	-0.989783	-0.990897	-0.991179	-0.991623	-0.991276	-0.991111	-0.990207	-0.988973	-0.989928	-0.991505	-0.991418	-0.990961	-0.992152	-0.991926	-0.991903	-0.989579	-0.991962	-0.991084	-0.992594	-0.993010	-0.990110	-0.990513	-0.992201	-0.993027	-0.992489	-0.991688	-0.992206	-0.990929	-0.988048	-0.990357	-0.985774	-0.992636	-0.992607	-0.991986	-0.991932	-0.990496	-0.991531	-0.990350	-0.990737	-0.991105	-0.992145	-0.991939	-0.991307	-0.990916	-0.990784	-0.991882	-0.991991	-0.992261	-0.992075	-0.990717	-0.991096	-0.991251	-0.990839	-0.990723	-0.991802	-0.991052	-0.992286	-0.992240	-0.990302	-0.991204	-0.992643	-0.992216	-0.992227	-0.991893	-0.986395	-0.990938	-0.992375	-0.992160	-0.990129	-0.991529	-0.992403	-0.992577	-0.991876	-0.989273	-0.992019	-0.990784	-0.991707	-0.991750	-0.992215	-0.992225	-0.990686	-0.991754	-0.989813	-0.988827	-0.990147	-0.989372	-0.986867	-0.991491	-0.990995	-0.992528	-0.992276	-0.992766	-0.992412	-0.989226	-0.991941	-0.990755	-0.990907	-0.991782	-0.991259	-0.990062	-0.987887	-0.989833	-0.989099	-0.991296	-0.991098	-0.990765	-0.986114	-0.989527	-0.989988	-0.989908	-0.987446	-0.991916	-0.992181	-0.992264	-0.992378	-0.991362	-0.991941	-0.989319	-0.991970	-0.992586	-0.993091	-0.992669	-0.991920	-0.991059	-0.990316	-0.989611	-0.988622	-0.987484	-0.991995	-0.991987	-0.991941	-0.991804	-0.990707	-0.992157	-0.992180	-0.991719	-0.986836	-0.986140	-0.989478	
